DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-05-28 16:15:00,WcxssY2VbP4hApt,497.936,487.95,7412.79,1.55834e+08
2020-05-18 13:45:00,q49J1IKaHRwDQnt,0,0,3179,361458
2020-05-19 18:15:00,4UPUqMRk7TRMgml,1.58,1.52667,1968,2.45484e+06
2020-06-01 03:00:00,rrq4fwE8jgrTyWY,0,0,0,1.21061e+08
2020-05-17 18:30:00,WcxssY2VbP4hApt,7.53333,7.26,7265.53,1.8172e+08
2020-05-21 09:45:00,LYwnQax7tkwH5Cb,614.927,601.2,1216.47,1.31632e+09
2020-06-09 08:30:00,NgDl19wMapZy17u,722.267,707.233,799.467,1.11701e+08
2020-06-05 11:30:00,LlT2YUhhzqhg5Sw,0,0,1387,2.82729e+08
2020-06-01 20:15:00,xMbIugepa2P7lBB,0,0,4143,1.06795e+08
2020-05-28 22:30:00,9kRcWv60rDACzjR,0,0,8932,2.24782e+09
2020-06-07 09:15:00,oZZkBaNadn6DNKz,686.779,671.536,820.143,1.34218e+09
2020-05-24 15:45:00,Quc1TzYxW2pYoWX,570.753,559.353,4125.8,3.29547e+08
2020-05-19 21:30:00,xoJJ8DcxJEcupym,0,0,6155,2.09166e+08
2020-06-03 10:15:00,Mx2yZCDsyf6DPfv,432.747,424.293,1547.73,2.5988e+06
2020-06-03 05:15:00,vOuJvMaM2sgwLmb,0,0,0,2.34127e+06
2020-05-26 09:30:00,Quc1TzYxW2pYoWX,760.707,744.733,1236.07,3.29553e+08
2020-05-31 23:30:00,LlT2YUhhzqhg5Sw,0,0,6364,2.82712e+08
2020-05-22 04:30:00,81aHJ1q11NBPMrL,0,0,0,1.21531e+09
2020-06-01 08:45:00,oZ35aAeoifZaQzV,801.267,784.28,598.933,1.6601e+09
2020-06-10 13:30:00,Et9kgGMDl729KT4,548.66,537.893,1373.2,1.82724e+06
2020-05-27 16:45:00,WcxssY2VbP4hApt,334.193,328.26,3139.67,1.45438e+08
2020-06-06 07:15:00,9kRcWv60rDACzjR,185.28,181.613,135.8,2.24786e+09
2020-06-04 13:45:00,xoJJ8DcxJEcupym,411.3,403.92,4496.6,2.09258e+08
2020-06-13 12:00:00,Quc1TzYxW2pYoWX,864.467,845.113,2002.8,3.2963e+08
2020-06-15 16:15:00,LlT2YUhhzqhg5Sw,356.633,350.473,5331.53,2.63927e+08
2020-05-18 08:15:00,vOuJvMaM2sgwLmb,331.36,325.633,108.067,2.2319e+06
2020-06-04 16:00:00,q49J1IKaHRwDQnt,277.014,271.8,5164.36,461425
2020-05-26 13:30:00,oZZkBaNadn6DNKz,1165.38,1136.83,6310.53,1.70816e+09
2020-05-31 07:00:00,4UPUqMRk7TRMgml,136.936,133.271,93.9286,2.54596e+06
2020-05-29 17:45:00,4UPUqMRk7TRMgml,159.907,156.287,8071.6,2.53763e+06
2020-06-12 21:00:00,Qf4GUc1pJu5T6c6,0,0,4455,8.38629e+08
2020-06-07 17:30:00,LlT2YUhhzqhg5Sw,238.16,233.527,7657.33,2.82743e+08
2020-06-16 18:00:00,LlT2YUhhzqhg5Sw,38.0071,36.75,5344.64,2.82785e+08
2020-06-02 13:45:00,mqwcsP2rE7J0TFp,1292.4,1260.47,4697.2,5.93722e+08
2020-05-19 09:15:00,PeE6FRyGXUgsRhN,426.533,418.74,1034.87,1.34838e+09
2020-06-11 22:30:00,4UPUqMRk7TRMgml,0,0,3930,2.62822e+06
2020-06-04 01:45:00,V94E5Ben1TlhnDV,0,0,0,1.41223e+09
2020-06-01 14:00:00,IQ2d7wF4YD8zU1Q,90.8071,88.1857,3992.14,2.0082e+07
2020-05-21 18:45:00,Mx2yZCDsyf6DPfv,0,0,9059,2.50657e+06
2020-05-22 11:00:00,WcxssY2VbP4hApt,0,0,1224,1.81755e+08
2020-06-03 08:15:00,oZ35aAeoifZaQzV,461.736,453.036,443.857,1.66011e+09
2020-05-15 02:15:00,mqwcsP2rE7J0TFp,0,0,0,5.9358e+08
2020-06-16 01:00:00,Et9kgGMDl729KT4,0,0,2199,1.84554e+06
2020-06-05 11:00:00,rrq4fwE8jgrTyWY,0,0,1295,1.21081e+08
2020-05-27 13:15:00,4UPUqMRk7TRMgml,1264.95,1233.31,6046.07,2.52237e+06
2020-05-17 17:30:00,xoJJ8DcxJEcupym,216.347,212.113,6102.53,2.09156e+08
2020-06-06 09:30:00,oZZkBaNadn6DNKz,0,0,909,1.70822e+09
2020-05-31 09:00:00,rrq4fwE8jgrTyWY,394.5,387.627,632.867,1.21055e+08
2020-06-11 09:30:00,oZ35aAeoifZaQzV,292.55,287.264,650.071,1.66016e+09
2020-06-10 04:00:00,IQ2d7wF4YD8zU1Q,0,0,8151,2.0144e+07
2020-05-27 12:15:00,oZZkBaNadn6DNKz,0,0,2650,1.70817e+09
2020-06-10 23:45:00,LlT2YUhhzqhg5Sw,0,0,5452,2.82755e+08
2020-05-16 02:45:00,LlT2YUhhzqhg5Sw,0,0,0,2.82602e+08
2020-05-31 05:30:00,q49J1IKaHRwDQnt,0,0,521.533,437952
2020-05-31 08:30:00,oZZkBaNadn6DNKz,546.371,535.614,474.643,1.70819e+09
2020-05-27 14:45:00,PeE6FRyGXUgsRhN,953.064,932.813,2182,1.34843e+09
2020-05-15 07:00:00,PeE6FRyGXUgsRhN,300.18,294.853,93.8,1.34835e+09
2020-05-18 06:45:00,rrq4fwE8jgrTyWY,0,0,0,1.20982e+08
2020-05-30 21:00:00,LlT2YUhhzqhg5Sw,0,0,7952,2.82706e+08
2020-05-25 21:00:00,rrq4fwE8jgrTyWY,0,0,4163,1.21023e+08
2020-06-10 01:15:00,LYwnQax7tkwH5Cb,0,0,3308,1.79508e+09
2020-06-14 08:00:00,Qf4GUc1pJu5T6c6,534.86,524.24,484,8.38633e+08
2020-06-03 11:45:00,vOuJvMaM2sgwLmb,858.28,839.213,2376.33,2.34365e+06
2020-05-27 23:00:00,oZ35aAeoifZaQzV,0,0,9463,1.66007e+09
2020-05-29 02:15:00,4UPUqMRk7TRMgml,0,0,3729,2.52956e+06
2020-05-16 14:30:00,oZZkBaNadn6DNKz,1091.59,1066.1,5130.07,1.70809e+09
2020-06-05 10:00:00,WcxssY2VbP4hApt,0,0,1710,1.8185e+08
2020-06-15 10:30:00,Quc1TzYxW2pYoWX,0,0,487,3.29636e+08
2020-06-03 18:00:00,PeE6FRyGXUgsRhN,77.9733,75.6333,3518.33,1.34847e+09
2020-05-17 22:30:00,q49J1IKaHRwDQnt,0,0,5727,358279
2020-06-10 03:45:00,Mx2yZCDsyf6DPfv,0,0,8042,2.65015e+06
2020-05-30 19:00:00,Qf4GUc1pJu5T6c6,0,0,8078,8.38544e+08
2020-06-05 02:45:00,IQ2d7wF4YD8zU1Q,0,0,0,2.01026e+07
2020-05-29 14:15:00,PeE6FRyGXUgsRhN,784.053,767.52,4537.6,1.34845e+09
2020-06-12 16:15:00,xMbIugepa2P7lBB,239.007,234.413,4321.2,1.06869e+08
2020-05-29 20:00:00,xMbIugepa2P7lBB,0,0,8095,1.06776e+08
2020-06-11 22:00:00,9kRcWv60rDACzjR,0,0,3862,2.24789e+09
2020-05-26 22:30:00,Quc1TzYxW2pYoWX,0,0,7269,3.29559e+08
2020-05-25 17:15:00,oZZkBaNadn6DNKz,122.687,119.533,9036.27,1.70816e+09
2020-06-04 21:15:00,xoJJ8DcxJEcupym,0,0,6168,2.09259e+08
2020-06-08 23:45:00,Quc1TzYxW2pYoWX,0,0,3027,3.29615e+08
2020-06-17 22:45:00,xoJJ8DcxJEcupym,0,0,4316,2.09336e+08
2020-06-12 05:30:00,V94E5Ben1TlhnDV,0,0,0,1.41227e+09
2020-06-02 10:30:00,LlT2YUhhzqhg5Sw,636.264,623.307,2008,2.82718e+08
2020-06-04 16:15:00,WcxssY2VbP4hApt,347.893,341.9,3340.07,1.81847e+08
2020-05-19 19:00:00,V94E5Ben1TlhnDV,0,0,6710,1.41212e+09
2020-06-12 00:45:00,q49J1IKaHRwDQnt,0,0,3814,486755
